,scenario_0,scenario_1,equality
218,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],False
219,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],False
220,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",Power surge in BSCU disrupts normal braking sequence. [H-4.1],True
221,Brake system power-off too early interrupting necessary deceleration. [H-4.1],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],True
222,UAV’s data link failure leads to incomplete surveillance mission. [H-7],Nuclear plant valve malfunction results in unchecked material release. [H-8],True
223,GPS failure results in UAV deviating from mission path. [H-4],Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],True
224,Hydraulic control failure results in insufficient braking power application. [H-4.1],Weather-induced loss of control disrupts mission timeline. [H-4],False
225,"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",Failure in autobrake controller logic leads to brake application error during landing. [H-4.1],True
226,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",False
227,Hydraulic failure leads to asymmetric brake application. [H-4.2],"Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",False
228,Control system failure at nuclear plant leads to dangerous material release. [H-8],"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",False
229,Nuclear plant valve malfunction results in unchecked material release. [H-8],Weather-induced loss of control disrupts mission timeline. [H-4],False
230,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],True
231,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Tire burst during landing roll causes deviation from runway. [H-3],True
232,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
233,Power surge in BSCU disrupts normal braking sequence. [H-4.1],Autopilot disengagement error results in improper descent path. [H-6],False
234,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]","Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",False
235,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Ground radar failure results in aircraft collision with ground object. [H-4],False
236,"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",Early termination of brake command resulting in extended runway use. [H-4.1],False
237,Autobrake controller incorrectly activates in normal takeoff scenario. [H-4.3],"Aircraft navigation error leads to unanticipated altitude drop, risking separation. [H-1]",False
238,"BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],False
239,UAV’s data link failure leads to incomplete surveillance mission. [H-7],Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],True
240,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],Hydraulic control failure results in insufficient braking power application. [H-4.1],True
241,Brake command transmission delay due to network congestion causes late brake application. [H-4.1],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
242,"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",Power surge in BSCU disrupts normal braking sequence. [H-4.1],False
243,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",Tire burst during landing roll causes deviation from runway. [H-3],False
244,Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],Brake system power-off too early interrupting necessary deceleration. [H-4.1],True
245,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Hydraulic control failure results in insufficient braking power application. [H-4.1],False
246,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],True
247,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",False
248,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],Hydraulic failure leads to asymmetric brake application. [H-4.2],True
249,Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],Weather-induced loss of control disrupts mission timeline. [H-4],False
250,Aircraft taxiing system error causes deviation from designated taxiway. [H-3],"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",False
251,Control system failure at nuclear plant leads to dangerous material release. [H-8],Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],False
252,"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",GPS failure results in UAV deviating from mission path. [H-4],True
253,Actuator delay results in insufficient braking force during landing. [H-4.1],Tire burst during landing roll causes deviation from runway. [H-3],False
254,Nuclear plant valve malfunction results in unchecked material release. [H-8],In-flight control system reset results in temporary loss of navigation capabilities. [H-4],False
255,Autopilot disengagement error results in improper descent path. [H-6],Hydraulic control failure results in insufficient braking power application. [H-4.1],False
256,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],Brake system power-off too early interrupting necessary deceleration. [H-4.1],False
257,Hydraulic leak prevents adequate brake pressure application. [H-4.1],Tire burst during landing roll causes deviation from runway. [H-3],False
258,"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",Early termination of brake command resulting in extended runway use. [H-4.1],False
259,Brake system power-off too early interrupting necessary deceleration. [H-4.1],Brake command transmission delay due to network congestion causes late brake application. [H-4.1],False
260,Hydraulic leak prevents adequate brake pressure application. [H-4.1],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],True
261,Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],Ground radar failure results in aircraft collision with ground object. [H-4],False
262,Actuator delay results in insufficient braking force during landing. [H-4.1],Hydraulic leak prevents adequate brake pressure application. [H-4.1],True
263,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],Autopilot disengagement error results in improper descent path. [H-6],False
264,Satellite communication error prevents scientific data collection. [H-5],"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",False
